Birthplace,Sex,Race,Age group,Base,Stratum,From_state,To_State
Other Region of the Americas,Female,White,Age 60-64,0.117009235,Other Region of the Americas Female White Age 60-64,Uninitialized,Latent TB
Other Region of the Americas,Female,White,Age 65-69,0.036325923,Other Region of the Americas Female White Age 65-69,Uninitialized,Latent TB
Other Region of the Americas,Female,White,Age 70-74,0.036325923,Other Region of the Americas Female White Age 70-74,Uninitialized,Latent TB
Other Region of the Americas,Female,White,Age 75-79,0.036325923,Other Region of the Americas Female White Age 75-79,Uninitialized,Latent TB
Other Region of the Americas,Female,White,Age 80+,0.036325923,Other Region of the Americas Female White Age 80+,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 15-19,0.076855833,Other Region of the Americas Female Other Age 15-19,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 20-24,0.076855833,Other Region of the Americas Female Other Age 20-24,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 25-29,0.126901274,Other Region of the Americas Female Other Age 25-29,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 30-34,0.126901274,Other Region of the Americas Female Other Age 30-34,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 35-39,0.126901274,Other Region of the Americas Female Other Age 35-39,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 40-44,0.126901274,Other Region of the Americas Female Other Age 40-44,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 45-49,0.117009235,Other Region of the Americas Female Other Age 45-49,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 50-54,0.117009235,Other Region of the Americas Female Other Age 50-54,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 55-59,0.117009235,Other Region of the Americas Female Other Age 55-59,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 60-64,0.117009235,Other Region of the Americas Female Other Age 60-64,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 65-69,0.036325923,Other Region of the Americas Female Other Age 65-69,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 70-74,0.036325923,Other Region of the Americas Female Other Age 70-74,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 75-79,0.036325923,Other Region of the Americas Female Other Age 75-79,Uninitialized,Latent TB
Other Region of the Americas,Female,Other,Age 80+,0.036325923,Other Region of the Americas Female Other Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 15-19,0.260780431,Other South-East Asia Region Male Asian Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 20-24,0.260780431,Other South-East Asia Region Male Asian Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 25-29,0.48489719,Other South-East Asia Region Male Asian Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 30-34,0.48489719,Other South-East Asia Region Male Asian Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 35-39,0.48489719,Other South-East Asia Region Male Asian Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 40-44,0.48489719,Other South-East Asia Region Male Asian Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 45-49,0.458828323,Other South-East Asia Region Male Asian Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 50-54,0.458828323,Other South-East Asia Region Male Asian Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 55-59,0.458828323,Other South-East Asia Region Male Asian Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 60-64,0.458828323,Other South-East Asia Region Male Asian Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 65-69,0.185402187,Other South-East Asia Region Male Asian Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 70-74,0.185402187,Other South-East Asia Region Male Asian Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 75-79,0.185402187,Other South-East Asia Region Male Asian Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Male,Asian,Age 80+,0.185402187,Other South-East Asia Region Male Asian Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 15-19,0.260780431,Other South-East Asia Region Male Hispanic Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 20-24,0.260780431,Other South-East Asia Region Male Hispanic Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 25-29,0.48489719,Other South-East Asia Region Male Hispanic Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 30-34,0.48489719,Other South-East Asia Region Male Hispanic Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 35-39,0.48489719,Other South-East Asia Region Male Hispanic Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 40-44,0.48489719,Other South-East Asia Region Male Hispanic Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 45-49,0.458828323,Other South-East Asia Region Male Hispanic Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 50-54,0.458828323,Other South-East Asia Region Male Hispanic Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 55-59,0.458828323,Other South-East Asia Region Male Hispanic Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 60-64,0.458828323,Other South-East Asia Region Male Hispanic Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 65-69,0.185402187,Other South-East Asia Region Male Hispanic Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 70-74,0.185402187,Other South-East Asia Region Male Hispanic Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 75-79,0.185402187,Other South-East Asia Region Male Hispanic Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Male,Hispanic,Age 80+,0.185402187,Other South-East Asia Region Male Hispanic Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 15-19,0.260780431,Other South-East Asia Region Male Black Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 20-24,0.260780431,Other South-East Asia Region Male Black Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 25-29,0.48489719,Other South-East Asia Region Male Black Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 30-34,0.48489719,Other South-East Asia Region Male Black Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 35-39,0.48489719,Other South-East Asia Region Male Black Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 40-44,0.48489719,Other South-East Asia Region Male Black Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 45-49,0.458828323,Other South-East Asia Region Male Black Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 50-54,0.458828323,Other South-East Asia Region Male Black Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 55-59,0.458828323,Other South-East Asia Region Male Black Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 60-64,0.458828323,Other South-East Asia Region Male Black Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 65-69,0.185402187,Other South-East Asia Region Male Black Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 70-74,0.185402187,Other South-East Asia Region Male Black Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 75-79,0.185402187,Other South-East Asia Region Male Black Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Male,Black,Age 80+,0.185402187,Other South-East Asia Region Male Black Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 15-19,0.260780431,Other South-East Asia Region Male White Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 20-24,0.260780431,Other South-East Asia Region Male White Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 25-29,0.48489719,Other South-East Asia Region Male White Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 30-34,0.48489719,Other South-East Asia Region Male White Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 35-39,0.48489719,Other South-East Asia Region Male White Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 40-44,0.48489719,Other South-East Asia Region Male White Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 45-49,0.458828323,Other South-East Asia Region Male White Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 50-54,0.458828323,Other South-East Asia Region Male White Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 55-59,0.458828323,Other South-East Asia Region Male White Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 60-64,0.458828323,Other South-East Asia Region Male White Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 65-69,0.185402187,Other South-East Asia Region Male White Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 70-74,0.185402187,Other South-East Asia Region Male White Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 75-79,0.185402187,Other South-East Asia Region Male White Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Male,White,Age 80+,0.185402187,Other South-East Asia Region Male White Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 15-19,0.260780431,Other South-East Asia Region Male Other Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 20-24,0.260780431,Other South-East Asia Region Male Other Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 25-29,0.48489719,Other South-East Asia Region Male Other Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 30-34,0.48489719,Other South-East Asia Region Male Other Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 35-39,0.48489719,Other South-East Asia Region Male Other Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 40-44,0.48489719,Other South-East Asia Region Male Other Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 45-49,0.458828323,Other South-East Asia Region Male Other Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 50-54,0.458828323,Other South-East Asia Region Male Other Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 55-59,0.458828323,Other South-East Asia Region Male Other Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 60-64,0.458828323,Other South-East Asia Region Male Other Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 65-69,0.185402187,Other South-East Asia Region Male Other Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 70-74,0.185402187,Other South-East Asia Region Male Other Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 75-79,0.185402187,Other South-East Asia Region Male Other Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Male,Other,Age 80+,0.185402187,Other South-East Asia Region Male Other Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 15-19,0.187869813,Other South-East Asia Region Female Asian Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 20-24,0.187869813,Other South-East Asia Region Female Asian Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 25-29,0.310203114,Other South-East Asia Region Female Asian Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 30-34,0.310203114,Other South-East Asia Region Female Asian Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 35-39,0.310203114,Other South-East Asia Region Female Asian Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 40-44,0.310203114,Other South-East Asia Region Female Asian Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 45-49,0.286022574,Other South-East Asia Region Female Asian Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 50-54,0.286022574,Other South-East Asia Region Female Asian Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 55-59,0.286022574,Other South-East Asia Region Female Asian Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 60-64,0.286022574,Other South-East Asia Region Female Asian Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 65-69,0.088796701,Other South-East Asia Region Female Asian Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 70-74,0.088796701,Other South-East Asia Region Female Asian Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 75-79,0.088796701,Other South-East Asia Region Female Asian Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Female,Asian,Age 80+,0.088796701,Other South-East Asia Region Female Asian Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 15-19,0.187869813,Other South-East Asia Region Female Hispanic Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 20-24,0.187869813,Other South-East Asia Region Female Hispanic Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 25-29,0.310203114,Other South-East Asia Region Female Hispanic Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 30-34,0.310203114,Other South-East Asia Region Female Hispanic Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 35-39,0.310203114,Other South-East Asia Region Female Hispanic Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 40-44,0.310203114,Other South-East Asia Region Female Hispanic Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 45-49,0.286022574,Other South-East Asia Region Female Hispanic Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 50-54,0.286022574,Other South-East Asia Region Female Hispanic Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 55-59,0.286022574,Other South-East Asia Region Female Hispanic Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 60-64,0.286022574,Other South-East Asia Region Female Hispanic Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 65-69,0.088796701,Other South-East Asia Region Female Hispanic Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 70-74,0.088796701,Other South-East Asia Region Female Hispanic Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 75-79,0.088796701,Other South-East Asia Region Female Hispanic Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Female,Hispanic,Age 80+,0.088796701,Other South-East Asia Region Female Hispanic Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 15-19,0.187869813,Other South-East Asia Region Female Black Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 20-24,0.187869813,Other South-East Asia Region Female Black Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 25-29,0.310203114,Other South-East Asia Region Female Black Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 30-34,0.310203114,Other South-East Asia Region Female Black Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 35-39,0.310203114,Other South-East Asia Region Female Black Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 40-44,0.310203114,Other South-East Asia Region Female Black Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 45-49,0.286022574,Other South-East Asia Region Female Black Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 50-54,0.286022574,Other South-East Asia Region Female Black Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 55-59,0.286022574,Other South-East Asia Region Female Black Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 60-64,0.286022574,Other South-East Asia Region Female Black Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 65-69,0.088796701,Other South-East Asia Region Female Black Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 70-74,0.088796701,Other South-East Asia Region Female Black Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 75-79,0.088796701,Other South-East Asia Region Female Black Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Female,Black,Age 80+,0.088796701,Other South-East Asia Region Female Black Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 15-19,0.187869813,Other South-East Asia Region Female White Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 20-24,0.187869813,Other South-East Asia Region Female White Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 25-29,0.310203114,Other South-East Asia Region Female White Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 30-34,0.310203114,Other South-East Asia Region Female White Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 35-39,0.310203114,Other South-East Asia Region Female White Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 40-44,0.310203114,Other South-East Asia Region Female White Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 45-49,0.286022574,Other South-East Asia Region Female White Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 50-54,0.286022574,Other South-East Asia Region Female White Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 55-59,0.286022574,Other South-East Asia Region Female White Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 60-64,0.286022574,Other South-East Asia Region Female White Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 65-69,0.088796701,Other South-East Asia Region Female White Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 70-74,0.088796701,Other South-East Asia Region Female White Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 75-79,0.088796701,Other South-East Asia Region Female White Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Female,White,Age 80+,0.088796701,Other South-East Asia Region Female White Age 80+,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 15-19,0.187869813,Other South-East Asia Region Female Other Age 15-19,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 20-24,0.187869813,Other South-East Asia Region Female Other Age 20-24,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 25-29,0.310203114,Other South-East Asia Region Female Other Age 25-29,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 30-34,0.310203114,Other South-East Asia Region Female Other Age 30-34,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 35-39,0.310203114,Other South-East Asia Region Female Other Age 35-39,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 40-44,0.310203114,Other South-East Asia Region Female Other Age 40-44,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 45-49,0.286022574,Other South-East Asia Region Female Other Age 45-49,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 50-54,0.286022574,Other South-East Asia Region Female Other Age 50-54,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 55-59,0.286022574,Other South-East Asia Region Female Other Age 55-59,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 60-64,0.286022574,Other South-East Asia Region Female Other Age 60-64,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 65-69,0.088796701,Other South-East Asia Region Female Other Age 65-69,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 70-74,0.088796701,Other South-East Asia Region Female Other Age 70-74,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 75-79,0.088796701,Other South-East Asia Region Female Other Age 75-79,Uninitialized,Latent TB
Other South-East Asia Region,Female,Other,Age 80+,0.088796701,Other South-East Asia Region Female Other Age 80+,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 15-19,0.08890242,Other European Region Male Asian Age 15-19,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 20-24,0.08890242,Other European Region Male Asian Age 20-24,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 25-29,0.16530586,Other European Region Male Asian Age 25-29,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 30-34,0.16530586,Other European Region Male Asian Age 30-34,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 35-39,0.16530586,Other European Region Male Asian Age 35-39,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 40-44,0.16530586,Other European Region Male Asian Age 40-44,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 45-49,0.156418746,Other European Region Male Asian Age 45-49,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 50-54,0.156418746,Other European Region Male Asian Age 50-54,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 55-59,0.156418746,Other European Region Male Asian Age 55-59,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 60-64,0.156418746,Other European Region Male Asian Age 60-64,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 65-69,0.063205291,Other European Region Male Asian Age 65-69,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 70-74,0.063205291,Other European Region Male Asian Age 70-74,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 75-79,0.063205291,Other European Region Male Asian Age 75-79,Uninitialized,Latent TB
Other European Region,Male,Asian,Age 80+,0.063205291,Other European Region Male Asian Age 80+,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 15-19,0.08890242,Other European Region Male Hispanic Age 15-19,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 20-24,0.08890242,Other European Region Male Hispanic Age 20-24,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 25-29,0.16530586,Other European Region Male Hispanic Age 25-29,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 30-34,0.16530586,Other European Region Male Hispanic Age 30-34,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 35-39,0.16530586,Other European Region Male Hispanic Age 35-39,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 40-44,0.16530586,Other European Region Male Hispanic Age 40-44,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 45-49,0.156418746,Other European Region Male Hispanic Age 45-49,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 50-54,0.156418746,Other European Region Male Hispanic Age 50-54,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 55-59,0.156418746,Other European Region Male Hispanic Age 55-59,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 60-64,0.156418746,Other European Region Male Hispanic Age 60-64,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 65-69,0.063205291,Other European Region Male Hispanic Age 65-69,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 70-74,0.063205291,Other European Region Male Hispanic Age 70-74,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 75-79,0.063205291,Other European Region Male Hispanic Age 75-79,Uninitialized,Latent TB
Other European Region,Male,Hispanic,Age 80+,0.063205291,Other European Region Male Hispanic Age 80+,Uninitialized,Latent TB
Other European Region,Male,Black,Age 15-19,0.08890242,Other European Region Male Black Age 15-19,Uninitialized,Latent TB
Other European Region,Male,Black,Age 20-24,0.08890242,Other European Region Male Black Age 20-24,Uninitialized,Latent TB
Other European Region,Male,Black,Age 25-29,0.16530586,Other European Region Male Black Age 25-29,Uninitialized,Latent TB
Other European Region,Male,Black,Age 30-34,0.16530586,Other European Region Male Black Age 30-34,Uninitialized,Latent TB
Other European Region,Male,Black,Age 35-39,0.16530586,Other European Region Male Black Age 35-39,Uninitialized,Latent TB
Other European Region,Male,Black,Age 40-44,0.16530586,Other European Region Male Black Age 40-44,Uninitialized,Latent TB
Other European Region,Male,Black,Age 45-49,0.156418746,Other European Region Male Black Age 45-49,Uninitialized,Latent TB
Other European Region,Male,Black,Age 50-54,0.156418746,Other European Region Male Black Age 50-54,Uninitialized,Latent TB
Other European Region,Male,Black,Age 55-59,0.156418746,Other European Region Male Black Age 55-59,Uninitialized,Latent TB
Other European Region,Male,Black,Age 60-64,0.156418746,Other European Region Male Black Age 60-64,Uninitialized,Latent TB
Other European Region,Male,Black,Age 65-69,0.063205291,Other European Region Male Black Age 65-69,Uninitialized,Latent TB
Other European Region,Male,Black,Age 70-74,0.063205291,Other European Region Male Black Age 70-74,Uninitialized,Latent TB
Other European Region,Male,Black,Age 75-79,0.063205291,Other European Region Male Black Age 75-79,Uninitialized,Latent TB
Other European Region,Male,Black,Age 80+,0.063205291,Other European Region Male Black Age 80+,Uninitialized,Latent TB
Other European Region,Male,White,Age 15-19,0.08890242,Other European Region Male White Age 15-19,Uninitialized,Latent TB
Other European Region,Male,White,Age 20-24,0.08890242,Other European Region Male White Age 20-24,Uninitialized,Latent TB
Other European Region,Male,White,Age 25-29,0.16530586,Other European Region Male White Age 25-29,Uninitialized,Latent TB
Other European Region,Male,White,Age 30-34,0.16530586,Other European Region Male White Age 30-34,Uninitialized,Latent TB
Other European Region,Male,White,Age 35-39,0.16530586,Other European Region Male White Age 35-39,Uninitialized,Latent TB
Other European Region,Male,White,Age 40-44,0.16530586,Other European Region Male White Age 40-44,Uninitialized,Latent TB
Other European Region,Male,White,Age 45-49,0.156418746,Other European Region Male White Age 45-49,Uninitialized,Latent TB
Other European Region,Male,White,Age 50-54,0.156418746,Other European Region Male White Age 50-54,Uninitialized,Latent TB
Other European Region,Male,White,Age 55-59,0.156418746,Other European Region Male White Age 55-59,Uninitialized,Latent TB
Other European Region,Male,White,Age 60-64,0.156418746,Other European Region Male White Age 60-64,Uninitialized,Latent TB
Other European Region,Male,White,Age 65-69,0.063205291,Other European Region Male White Age 65-69,Uninitialized,Latent TB
Other European Region,Male,White,Age 70-74,0.063205291,Other European Region Male White Age 70-74,Uninitialized,Latent TB
Other European Region,Male,White,Age 75-79,0.063205291,Other European Region Male White Age 75-79,Uninitialized,Latent TB
Other European Region,Male,White,Age 80+,0.063205291,Other European Region Male White Age 80+,Uninitialized,Latent TB
Other European Region,Male,Other,Age 15-19,0.08890242,Other European Region Male Other Age 15-19,Uninitialized,Latent TB
Other European Region,Male,Other,Age 20-24,0.08890242,Other European Region Male Other Age 20-24,Uninitialized,Latent TB
Other European Region,Male,Other,Age 25-29,0.16530586,Other European Region Male Other Age 25-29,Uninitialized,Latent TB
Other European Region,Male,Other,Age 30-34,0.16530586,Other European Region Male Other Age 30-34,Uninitialized,Latent TB
Other European Region,Male,Other,Age 35-39,0.16530586,Other European Region Male Other Age 35-39,Uninitialized,Latent TB
Other European Region,Male,Other,Age 40-44,0.16530586,Other European Region Male Other Age 40-44,Uninitialized,Latent TB
Other European Region,Male,Other,Age 45-49,0.156418746,Other European Region Male Other Age 45-49,Uninitialized,Latent TB
Other European Region,Male,Other,Age 50-54,0.156418746,Other European Region Male Other Age 50-54,Uninitialized,Latent TB
Other European Region,Male,Other,Age 55-59,0.156418746,Other European Region Male Other Age 55-59,Uninitialized,Latent TB
Other European Region,Male,Other,Age 60-64,0.156418746,Other European Region Male Other Age 60-64,Uninitialized,Latent TB
Other European Region,Male,Other,Age 65-69,0.063205291,Other European Region Male Other Age 65-69,Uninitialized,Latent TB
